 logg  teff   ZR    a(CHEOPS)
 logg  teff   ZR    b(CHEOPS)
 logg  Teff   ZR    mucri(Cheops) 
 logg  teff   ZR    xi(CHEOPS)
 4.00  8600.  0.0   0.00835
 4.50  8600.  0.0   0.32477
 4.50  8600.  0.0   0.27396
 4.50  8600.  0.0   0.08019
 4.50  8600.  0.0   0.00692
 5.00  8600.  0.0   0.30280
 5.00  8600.  0.0   0.28352
 5.00  8600.  0.0   0.05927
 5.00  8600.  0.0   0.00536
 5.50  8600.  0.0   0.28806
 5.50  8600.  0.0   0.29020
 5.50  8600.  0.0   0.04357
 5.50  8600.  0.0   0.00458
 6.00  8600.  0.0   0.22085
 6.00  8600.  0.0   0.34136
 6.00  8600.  0.0   0.03207
 6.00  8600.  0.0   0.00599
 3.00  8800.  0.0   0.29732
 3.00  8800.  0.0   0.37597
 3.00  8800.  0.0   0.17435
 3.00  8800.  0.0   0.01277
 3.50  8800.  0.0   0.29635
 3.50  8800.  0.0   0.33692
 3.50  8800.  0.0   0.13868
 3.50  8800.  0.0   0.01103
 4.00  8800.  0.0   0.29774
 4.00  8800.  0.0   0.30630
 4.00  8800.  0.0   0.10616
 4.00  8800.  0.0   0.00929
 4.50  8800.  0.0   0.30958
 4.50  8800.  0.0   0.27994
 4.50  8800.  0.0   0.08255
 4.50  8800.  0.0   0.00771
 5.00  8800.  0.0   0.30123
 5.00  8800.  0.0   0.27599
 5.00  8800.  0.0   0.06050
 5.00  8800.  0.0   0.00653
 5.50  8800.  0.0   0.28299
 5.50  8800.  0.0   0.28707
 5.50  8800.  0.0   0.04449
 5.50  8800.  0.0   0.00518
 6.00  8800.  0.0   0.21660
 6.00  8800.  0.0   0.34025
 6.00  8800.  0.0   0.03271
 6.00  8800.  0.0   0.00646
 3.00  9000.  0.0   0.28504
 3.00  9000.  0.0   0.38926
 3.00  9000.  0.0   0.17886
 3.00  9000.  0.0   0.01455
 3.50  9000.  0.0   0.28379
 3.50  9000.  0.0   0.34620
 3.50  9000.  0.0   0.14277
 3.50  9000.  0.0   0.01224
 4.00  9000.  0.0   0.28472
 4.00  9000.  0.0   0.31267
 4.00  9000.  0.0   0.10830
 4.00  9000.  0.0   0.01017
 4.50  9000.  0.0   0.28603
 4.50  9000.  0.0   0.29216
 4.50  9000.  0.0   0.08547
 4.50  9000.  0.0   0.00859
 5.00  9000.  0.0   0.29707
 5.00  9000.  0.0   0.27129
 5.00  9000.  0.0   0.06259
 5.00  9000.  0.0   0.00723
 5.50  9000.  0.0   0.27723
 5.50  9000.  0.0   0.28415
 5.50  9000.  0.0   0.04532
 5.50  9000.  0.0   0.00615
 6.00  9000.  0.0   0.21676
 6.00  9000.  0.0   0.33490
 6.00  9000.  0.0   0.03328
 6.00  9000.  0.0   0.00695
 3.00  9200.  0.0   0.27749
 3.00  9200.  0.0   0.39417
 3.00  9200.  0.0   0.18241
 3.00  9200.  0.0   0.01430
 3.50  9200.  0.0   0.27409
 3.50  9200.  0.0   0.35226
 3.50  9200.  0.0   0.14524
 3.50  9200.  0.0   0.01291
 4.00  9200.  0.0   0.27453
 4.00  9200.  0.0   0.31673
 4.00  9200.  0.0   0.11025
 4.00  9200.  0.0   0.01056
 4.50  9200.  0.0   0.27409
 4.50  9200.  0.0   0.29719
 4.50  9200.  0.0   0.08707
 4.50  9200.  0.0   0.00928
 5.00  9200.  0.0   0.28310
 5.00  9200.  0.0   0.27667
 5.00  9200.  0.0   0.06423
 5.00  9200.  0.0   0.00794
 5.50  9200.  0.0   0.27566
 5.50  9200.  0.0   0.27596
 5.50  9200.  0.0   0.04655
 5.50  9200.  0.0   0.00708
 6.00  9200.  0.0   0.22512
 6.00  9200.  0.0   0.32014
 6.00  9200.  0.0   0.03388
 6.00  9200.  0.0   0.00689
 3.00  9400.  0.0   0.26622
 3.00  9400.  0.0   0.40730
 3.00  9400.  0.0   0.18556
 3.00  9400.  0.0   0.01619
 3.50  9400.  0.0   0.26631
 3.50  9400.  0.0   0.35667
 3.50  9400.  0.0   0.14750
 3.50  9400.  0.0   0.01300
 4.00  9400.  0.0   0.26470
 4.00  9400.  0.0   0.32285
 4.00  9400.  0.0   0.11220
 4.00  9400.  0.0   0.01149
 4.50  9400.  0.0   0.26419
 4.50  9400.  0.0   0.30132
 4.50  9400.  0.0   0.08854
 4.50  9400.  0.0   0.00988
 5.00  9400.  0.0   0.26405
 5.00  9400.  0.0   0.28546
 5.00  9400.  0.0   0.06545
 5.00  9400.  0.0   0.00869
 5.50  9400.  0.0   0.27298
 5.50  9400.  0.0   0.27104
 5.50  9400.  0.0   0.04788
 5.50  9400.  0.0   0.00777
 6.00  9400.  0.0   0.23942
 6.00  9400.  0.0   0.29399
 6.00  9400.  0.0   0.03462
 6.00  9400.  0.0   0.00774
 3.00  9600.  0.0   0.25908
 3.00  9600.  0.0   0.41181
 3.00  9600.  0.0   0.18871
 3.00  9600.  0.0   0.01577
 3.50  9600.  0.0   0.25768
 3.50  9600.  0.0   0.36325
 3.50  9600.  0.0   0.14969
 3.50  9600.  0.0   0.01362
 4.00  9600.  0.0   0.25711
 4.00  9600.  0.0   0.32643
 4.00  9600.  0.0   0.11387
 4.00  9600.  0.0   0.01168
 4.50  9600.  0.0   0.25609
 4.50  9600.  0.0   0.30618
 4.50  9600.  0.0   0.09010
 4.50  9600.  0.0   0.01037
 5.00  9600.  0.0   0.25401
 5.00  9600.  0.0   0.28964
 5.00  9600.  0.0   0.06644
 5.00  9600.  0.0   0.00938
 5.50  9600.  0.0   0.26076
 5.50  9600.  0.0   0.27592
 5.50  9600.  0.0   0.04855
 5.50  9600.  0.0   0.00846
 6.00  9600.  0.0   0.25082
 6.00  9600.  0.0   0.28107
 6.00  9600.  0.0   0.03553
 6.00  9600.  0.0   0.00791
 3.00  9800.  0.0   0.24984
 3.00  9800.  0.0   0.42065
 3.00  9800.  0.0   0.19149
 3.00  9800.  0.0   0.01660
 3.50  9800.  0.0   0.24750
 3.50  9800.  0.0   0.37295
 3.50  9800.  0.0   0.15168
 3.50  9800.  0.0   0.01508
 4.00  9800.  0.0   0.24823
 4.00  9800.  0.0   0.33333
 4.00  9800.  0.0   0.11537
 4.00  9800.  0.0   0.01269
 4.50  9800.  0.0   0.24801
 4.50  9800.  0.0   0.30880
 4.50  9800.  0.0   0.09079
 4.50  9800.  0.0   0.01086
 5.00  9800.  0.0   0.24561
 5.00  9800.  0.0   0.29296
 5.00  9800.  0.0   0.06718
 5.00  9800.  0.0   0.00996
 5.50  9800.  0.0   0.24460
 5.50  9800.  0.0   0.28287
 5.50  9800.  0.0   0.04936
 5.50  9800.  0.0   0.00919
 6.00  9800.  0.0   0.24907
 6.00  9800.  0.0   0.27559
 6.00  9800.  0.0   0.03611
 6.00  9800.  0.0   0.00876
 3.00 10000.  0.0   0.24092
 3.00 10000.  0.0   0.42809
 3.00 10000.  0.0   0.19357
 3.00 10000.  0.0   0.01745
 3.50 10000.  0.0   0.24023
 3.50 10000.  0.0   0.37655
 3.50 10000.  0.0   0.15309
 3.50 10000.  0.0   0.01501
 4.00 10000.  0.0   0.24095
 4.00 10000.  0.0   0.33734
 4.00 10000.  0.0   0.11622
 4.00 10000.  0.0   0.01290
 4.50 10000.  0.0   0.24008
 4.50 10000.  0.0   0.31405
 4.50 10000.  0.0   0.09190
 4.50 10000.  0.0   0.01165
 5.00 10000.  0.0   0.23807
 5.00 10000.  0.0   0.29638
 5.00 10000.  0.0   0.06805
 5.00 10000.  0.0   0.01053
 5.50 10000.  0.0   0.23561
 5.50 10000.  0.0   0.28673
 5.50 10000.  0.0   0.04989
 5.50 10000.  0.0   0.00995
 6.00 10000.  0.0   0.24512
 6.00 10000.  0.0   0.27379
 6.00 10000.  0.0   0.03657
 6.00 10000.  0.0   0.00940
 3.00 10200.  0.0   0.23225
 3.00 10200.  0.0   0.43499
 3.00 10200.  0.0   0.19602
 3.00 10200.  0.0   0.01831
 3.50 10200.  0.0   0.23027
 3.50 10200.  0.0   0.38584
 3.50 10200.  0.0   0.15479
 3.50 10200.  0.0   0.01666
 4.00 10200.  0.0   0.23222
 4.00 10200.  0.0   0.34434
 4.00 10200.  0.0   0.11732
 4.00 10200.  0.0   0.01398
 4.50 10200.  0.0   0.23332
 4.50 10200.  0.0   0.31748
 4.50 10200.  0.0   0.09252
 4.50 10200.  0.0   0.01190
 5.00 10200.  0.0   0.23078
 5.00 10200.  0.0   0.30046
 5.00 10200.  0.0   0.06875
 5.00 10200.  0.0   0.01121
 5.50 10200.  0.0   0.22799
 5.50 10200.  0.0   0.28965
 5.50 10200.  0.0   0.05045
 5.50 10200.  0.0   0.01049
 6.00 10200.  0.0   0.23350
 6.00 10200.  0.0   0.27874
 6.00 10200.  0.0   0.03702
 6.00 10200.  0.0   0.01006
 3.00 10400.  0.0   0.22411
 3.00 10400.  0.0   0.44014
 3.00 10400.  0.0   0.19817
 3.00 10400.  0.0   0.01910
 3.50 10400.  0.0   0.22204
 3.50 10400.  0.0   0.39117
 3.50 10400.  0.0   0.15621
 3.50 10400.  0.0   0.01746
 4.00 10400.  0.0   0.22526
 4.00 10400.  0.0   0.34783
 4.00 10400.  0.0   0.11915
 4.00 10400.  0.0   0.01413
 4.50 10400.  0.0   0.22605
 4.50 10400.  0.0   0.32208
 4.50 10400.  0.0   0.09331
 4.50 10400.  0.0   0.01244
 5.00 10400.  0.0   0.22407
 5.00 10400.  0.0   0.30404
 5.00 10400.  0.0   0.06910
 5.00 10400.  0.0   0.01172
 5.50 10400.  0.0   0.22105
 5.50 10400.  0.0   0.29272
 5.50 10400.  0.0   0.05092
 5.50 10400.  0.0   0.01108
 6.00 10400.  0.0   0.21907
 6.00 10400.  0.0   0.28570
 6.00 10400.  0.0   0.03740
 6.00 10400.  0.0   0.01082
 3.00 10600.  0.0   0.21301
 3.00 10600.  0.0   0.45102
 3.00 10600.  0.0   0.19975
 3.00 10600.  0.0   0.02226
 3.50 10600.  0.0   0.21602
 3.50 10600.  0.0   0.39157
 3.50 10600.  0.0   0.15728
 3.50 10600.  0.0   0.01709
 4.00 10600.  0.0   0.21862
 4.00 10600.  0.0   0.35022
 4.00 10600.  0.0   0.11978
 4.00 10600.  0.0   0.01423
 4.50 10600.  0.0   0.21893
 4.50 10600.  0.0   0.32643
 4.50 10600.  0.0   0.09408
 4.50 10600.  0.0   0.01299
 5.00 10600.  0.0   0.21742
 5.00 10600.  0.0   0.30785
 5.00 10600.  0.0   0.06958
 5.00 10600.  0.0   0.01223
 5.50 10600.  0.0   0.21433
 5.50 10600.  0.0   0.29620
 5.50 10600.  0.0   0.05116
 5.50 10600.  0.0   0.01175
 6.00 10600.  0.0   0.21213
 6.00 10600.  0.0   0.28852
 6.00 10600.  0.0   0.03771
 6.00 10600.  0.0   0.01148
 3.00 10800.  0.0   0.20591
 3.00 10800.  0.0   0.45339
 3.00 10800.  0.0   0.20117
 3.00 10800.  0.0   0.02313
 3.50 10800.  0.0   0.20877
 3.50 10800.  0.0   0.39443
 3.50 10800.  0.0   0.15997
 3.50 10800.  0.0   0.01767
 4.00 10800.  0.0   0.21037
 4.00 10800.  0.0   0.35565
 4.00 10800.  0.0   0.12104
 4.00 10800.  0.0   0.01534
 4.50 10800.  0.0   0.21195
 4.50 10800.  0.0   0.33010
 4.50 10800.  0.0   0.09443
 4.50 10800.  0.0   0.01351
 5.00 10800.  0.0   0.21122
 5.00 10800.  0.0   0.31100
 5.00 10800.  0.0   0.07017
 5.00 10800.  0.0   0.01258
 5.50 10800.  0.0   0.20835
 5.50 10800.  0.0   0.29892
 5.50 10800.  0.0   0.05142
 5.50 10800.  0.0   0.01217
 6.00 10800.  0.0   0.20597
 6.00 10800.  0.0   0.29084
 6.00 10800.  0.0   0.03790
 6.00 10800.  0.0   0.01200
 3.00 11000.  0.0   0.19945
 3.00 11000.  0.0   0.45463
 3.00 11000.  0.0   0.20284
 3.00 11000.  0.0   0.02386
 3.50 11000.  0.0   0.20385
 3.50 11000.  0.0   0.39272
 3.50 11000.  0.0   0.16203
 3.50 11000.  0.0   0.01701
 4.00 11000.  0.0   0.20440
 4.00 11000.  0.0   0.35679
 4.00 11000.  0.0   0.12297
 4.00 11000.  0.0   0.01531
 4.50 11000.  0.0   0.20517
 4.50 11000.  0.0   0.33356
 4.50 11000.  0.0   0.09565
 4.50 11000.  0.0   0.01405
 5.00 11000.  0.0   0.20446
 5.00 11000.  0.0   0.31490
 5.00 11000.  0.0   0.07029
 5.00 11000.  0.0   0.01325
 5.50 11000.  0.0   0.20205
 5.50 11000.  0.0   0.30251
 5.50 11000.  0.0   0.05185
 5.50 11000.  0.0   0.01283
 6.00 11000.  0.0   0.20000
 6.00 11000.  0.0   0.29339
 6.00 11000.  0.0   0.03804
 6.00 11000.  0.0   0.01254
 3.00 11200.  0.0   0.19824
 3.00 11200.  0.0   0.44549
 3.00 11200.  0.0   0.20682
 3.00 11200.  0.0   0.02086
 3.50 11200.  0.0   0.19578
 3.50 11200.  0.0   0.39766
 3.50 11200.  0.0   0.16467
 3.50 11200.  0.0   0.01850
 4.00 11200.  0.0   0.19788
 4.00 11200.  0.0   0.35914
 4.00 11200.  0.0   0.12567
 4.00 11200.  0.0   0.01576
 4.50 11200.  0.0   0.19797
 4.50 11200.  0.0   0.33771
 4.50 11200.  0.0   0.09750
 4.50 11200.  0.0   0.01493
 5.00 11200.  0.0   0.19821
 5.00 11200.  0.0   0.31793
 5.00 11200.  0.0   0.07112
 5.00 11200.  0.0   0.01375
 5.50 11200.  0.0   0.19674
 5.50 11200.  0.0   0.30436
 5.50 11200.  0.0   0.05219
 5.50 11200.  0.0   0.01305
 6.00 11200.  0.0   0.19437
 6.00 11200.  0.0   0.29898
 6.00 11200.  0.0   0.03827
 6.00 11200.  0.0   0.01333
 3.00 11400.  0.0   0.19327
 3.00 11400.  0.0   0.44446
 3.00 11400.  0.0   0.20932
 3.00 11400.  0.0   0.02094
 3.50 11400.  0.0   0.19425
 3.50 11400.  0.0   0.38479
 3.50 11400.  0.0   0.16299
 3.50 11400.  0.0   0.01664
 4.00 11400.  0.0   0.19088
 4.00 11400.  0.0   0.36142
 4.00 11400.  0.0   0.12706
 4.00 11400.  0.0   0.01670
 4.50 11400.  0.0   0.19180
 4.50 11400.  0.0   0.33984
 4.50 11400.  0.0   0.09963
 4.50 11400.  0.0   0.01540
 5.00 11400.  0.0   0.19279
 5.00 11400.  0.0   0.31987
 5.00 11400.  0.0   0.07238
 5.00 11400.  0.0   0.01402
 5.50 11400.  0.0   0.19095
 5.50 11400.  0.0   0.31027
 5.50 11400.  0.0   0.05235
 5.50 11400.  0.0   0.01381
 6.00 11400.  0.0   0.18848
 6.00 11400.  0.0   0.30175
 6.00 11400.  0.0   0.03837
 6.00 11400.  0.0   0.01386
 3.00 11600.  0.0   0.18915
 3.00 11600.  0.0   0.44254
 3.00 11600.  0.0   0.21184
 3.00 11600.  0.0   0.02084
 3.50 11600.  0.0   0.18729
 3.50 11600.  0.0   0.38683
 3.50 11600.  0.0   0.16424
 3.50 11600.  0.0   0.01792
 4.00 11600.  0.0   0.18899
 4.00 11600.  0.0   0.34932
 4.00 11600.  0.0   0.12483
 4.00 11600.  0.0   0.01523
 4.50 11600.  0.0   0.18681
 4.50 11600.  0.0   0.33909
 4.50 11600.  0.0   0.10089
 4.50 11600.  0.0   0.01530
 5.00 11600.  0.0   0.18930
 5.00 11600.  0.0   0.31215
 5.00 11600.  0.0   0.07182
 5.00 11600.  0.0   0.01336
 5.50 11600.  0.0   0.18544
 5.50 11600.  0.0   0.30928
 5.50 11600.  0.0   0.05338
 5.50 11600.  0.0   0.01405
 6.00 11600.  0.0   0.18312
 6.00 11600.  0.0   0.30371
 6.00 11600.  0.0   0.03861
 6.00 11600.  0.0   0.01422
 3.00 11800.  0.0   0.18934
 3.00 11800.  0.0   0.43209
 3.00 11800.  0.0   0.21360
 3.00 11800.  0.0   0.01822
 3.50 11800.  0.0   0.18094
 3.50 11800.  0.0   0.39238
 3.50 11800.  0.0   0.17022
 3.50 11800.  0.0   0.01859
 4.00 11800.  0.0   0.18302
 4.00 11800.  0.0   0.34942
 4.00 11800.  0.0   0.12580
 4.00 11800.  0.0   0.01591
 4.50 11800.  0.0   0.18161
 4.50 11800.  0.0   0.33842
 4.50 11800.  0.0   0.10194
 4.50 11800.  0.0   0.01547
 5.00 11800.  0.0   0.18384
 5.00 11800.  0.0   0.31270
 5.00 11800.  0.0   0.07242
 5.00 11800.  0.0   0.01374
 5.50 11800.  0.0   0.18004
 5.50 11800.  0.0   0.31447
 5.50 11800.  0.0   0.05377
 5.50 11800.  0.0   0.01473
 6.00 11800.  0.0   0.17785
 6.00 11800.  0.0   0.30582
 6.00 11800.  0.0   0.03864
 6.00 11800.  0.0   0.01462
 3.00 12000.  0.0   0.18575
 3.00 12000.  0.0   0.42928
 3.00 12000.  0.0   0.21508
 3.00 12000.  0.0   0.01796
 3.50 12000.  0.0   0.17930
 3.50 12000.  0.0   0.38495
 3.50 12000.  0.0   0.17228
 3.50 12000.  0.0   0.01699
 4.00 12000.  0.0   0.17988
 4.00 12000.  0.0   0.34432
 4.00 12000.  0.0   0.12671
 4.00 12000.  0.0   0.01511
 4.50 12000.  0.0   0.17614
 4.50 12000.  0.0   0.33814
 4.50 12000.  0.0   0.10297
 4.50 12000.  0.0   0.01596
 5.00 12000.  0.0   0.17960
 5.00 12000.  0.0   0.31098
 5.00 12000.  0.0   0.07299
 5.00 12000.  0.0   0.01357
 5.50 12000.  0.0   0.17553
 5.50 12000.  0.0   0.31465
 5.50 12000.  0.0   0.05424
 5.50 12000.  0.0   0.01483
 6.00 12000.  0.0   0.17288
 6.00 12000.  0.0   0.30711
 6.00 12000.  0.0   0.03903
 6.00 12000.  0.0   0.01497
